"job_id","company_id","job_title_short","job_title","job_location","job_via","job_schedule_type","job_work_from_home","search_location","job_posted_date","job_no_degree_mention","job_health_insurance","job_country","salary_rate","salary_year_avg","salary_hour_avg"
332096,44081,"Senior Data Engineer","Senior Engineer (Data & Insights)","Perth WA, Australia","via LinkedIn","Full-time","","Australia","2023-07-21 10:47:29","","","Australia","","",""
332651,3010,"Data Scientist","Immediate Openings Data Developer","Australia","via Trabajo.org","Full-time","","Australia","2023-09-01 10:49:44",1,"","Australia","","",""
333517,1091,"Software Engineer","Senior Front End Engineer","North Shore NSW, Australia","via EFinancialCareers Canada","Full-time","","Australia","2023-08-21 10:26:06",1,"","Australia","","",""
335358,117113,"Data Engineer","Enterprise Data Engineer – Data Enablement","Port Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-03-22 10:29:12",1,"","Australia","","",""
336831,647,"Data Engineer","Data Engineering","Adelaide SA, Australia","via Trabajo.org","Full-time","","Australia","2023-06-07 10:58:35","","","Australia","","",""
338941,21709,"Data Engineer","Data Engineer - Commercial Assurance","Australia","via LinkedIn","Full-time","","Australia","2023-11-21 10:38:15","","","Australia","","",""
341086,20302,"Cloud Engineer","Senior Backup Engineer","Melbourne VIC, Australia","via EFinancialCareers","Full-time","","Australia","2023-07-13 10:15:55",1,"","Australia","","",""
341523,455881,"Business Analyst","Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:03","","","Australia","","",""
345877,145235,"Data Engineer","Principal Data Engineer TMP","Brisbane QLD, Australia","via SimplyHired","Full-time","","Australia","2023-10-16 10:32:17",1,"","Australia","","",""
346036,456027,"Business Analyst","Business intelligence analyst","Australia","via Jooble","Full-time","","Australia","2023-11-20 10:14:48",1,"","Australia","","",""
347847,20302,"Data Engineer","Data Engineer – 6 Month Contract","Sydney NSW, Australia","via LinkedIn","Contractor","","Australia","2023-04-27 10:12:41","","","Australia","","",""
349896,47278,"Data Engineer","Senior Quality Data Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-03-29 11:12:45","","","Australia","","",""
355179,70964,"Senior Data Analyst","Analytics Engineering Manager","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-05-05 10:37:34",1,"","Australia","","",""
357373,199705,"Data Scientist","Head Of Data","Sydney NSW, Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:52",1,"","Australia","","",""
358331,20302,"Data Engineer","Quality Engineer (Data)","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-06-24 10:23:45","","","Australia","","",""
360174,224467,"Data Engineer","Data Engineer","Melbourne VIC, Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:23:15","","","Australia","","",""
361515,11704,"Data Scientist","Principal Data Modeler","Australia","via Trabajo.org","Full-time","","Australia","2023-10-19 10:34:08",1,"","Australia","","",""
363329,14250,"Data Scientist","Data Scientists","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:23:21","","","Australia","","",""
363585,29026,"Data Engineer","Data Engineer","Canberra ACT, Australia","via LinkedIn","Contractor","","Australia","2023-06-03 10:16:52","","","Australia","","",""
364172,57074,"Data Engineer","Data Engineer","Sydney NSW, Australia","via LinkedIn","Contractor","","Australia","2023-02-21 10:35:42","","","Australia","","",""
372092,16775,"Software Engineer","Systems Engineer","Lindfield NSW, Australia","via BeBee Australia","Full-time","","Australia","2023-11-22 10:19:12",1,"","Australia","","",""
379872,70999,"Data Engineer","Data Engineer - ETL, Power BI, SQL, Azure DevOps","Queensland, Australia","via SimplyHired","Full-time","","Australia","2023-10-17 10:14:31",1,"","Australia","","",""
384340,457322,"Senior Data Scientist","Senior Data Scientist","Brisbane QLD, Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:23:30","","","Australia","","",""
387460,2471,"Data Engineer","Data Engineer","Brisbane QLD, Australia","via LinkedIn","Full-time","","Australia","2023-02-07 10:26:53","","","Australia","","",""
388226,457446,"Data Engineer","Data Engineering","Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:31","","","Australia","","",""
390185,3802,"Cloud Engineer","Cloud Engineer","Sydney NSW, Australia","via LinkedIn","Contractor","","Australia","2023-11-24 10:15:41",1,"","Australia","","",""
390858,4644,"Data Analyst","Data Analyst","The Rocks NSW, Australia","via Adzuna","Full-time","","Australia","2023-03-17 10:29:03",1,"","Australia","","",""
394613,13773,"Data Engineer","Data Center Technical Operations Engineer, InfraOps DCEO","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-05-05 10:37:36","","","Australia","","",""
403813,81793,"Business Analyst","Production Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:23:02",1,"","Australia","","",""
406969,181036,"Senior Data Engineer","Senior Data Infrastructure Engineer","Australia","via Trabajo.org","Full-time","","Australia","2023-10-19 10:34:26","","","Australia","","",""
416974,20302,"Data Engineer","Lead Data Engineer","Sydney NSW, Australia","via EFinancialCareers","Full-time","","Australia","2023-05-02 10:21:56",1,"","Australia","","",""
418375,107586,"Data Analyst","Intern - IT BI Data & Analytics","Australia","via Trabajo.org","Full-time and Internship","","Australia","2023-10-19 10:34:28","","","Australia","","",""
422002,20302,"Software Engineer","Lead Python Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-05-03 10:47:12",1,"","Australia","","",""
424950,8069,"Data Engineer","Lead Data Engineer","Australia","via Trabajo.org","Full-time","","Australia","2023-03-31 10:12:58",1,"","Australia","","",""
427554,12651,"Senior Data Engineer","Senior Data Engineer","Brisbane QLD, Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:28","","","Australia","","",""
429712,417236,"Data Engineer","Developer, Data Engineer","Berwick VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-02-24 10:38:45",1,"","Australia","","",""
429786,57074,"Senior Data Engineer","Senior Data Engineer - Contract","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-04-12 10:28:56","","","Australia","","",""
430218,458762,"Senior Data Analyst","Senior Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-08-19 10:10:00","","","Australia","","",""
435557,20302,"Business Analyst","Data and Business Analyst - Early Career Opportunities","Sydney NSW, Australia","via EFinancialCareers-Gulf.com","Full-time","","Australia","2023-05-02 10:22:04","","","Australia","","",""
436231,3908,"Senior Data Engineer","Sr Big Data Engineer","Melbourne VIC, Australia","via Palo Alto Networks","Full-time","","Australia","2023-07-28 10:16:52","","","Australia","","",""
443235,20302,"Business Analyst","PowerBI engineer","Sydney NSW, Australia","via Jobs Trabajo.org","Full-time","","Australia","2023-04-21 10:32:05",1,"","Australia","","",""
445925,459229,"Data Engineer","Data Engineer","Perth WA, Australia","via Adzuna","Full-time","","Australia","2023-02-09 10:38:29",1,"","Australia","","",""
447736,758,"Data Scientist","Lead Data Scientist","Great Bay TAS, Australia","via LinkedIn","Full-time","","Australia","2023-06-02 10:40:23","","","Australia","","",""
451268,94702,"Senior Data Engineer","Senior Data Engineer","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-02-23 10:32:47","","","Australia","","",""
452625,6733,"Software Engineer","Software Engineer","Sydney NSW, Australia","via BeBee Australia","Full-time","","Australia","2023-09-07 10:28:08",1,"","Australia","","",""
457962,203126,"Data Engineer","Geospatial Data Engineer","Brisbane QLD, Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:39","","","Australia","","",""
459446,99822,"Data Scientist","Data Scientist/Database Engineer","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-06-27 10:40:58",1,"","Australia","","",""
464676,60086,"Data Analyst","Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:19",1,"","Australia","","",""
466405,52877,"Senior Data Engineer","Senior Data Engineer","Brisbane QLD, Australia","via Trabajo.org","Full-time","","Australia","2023-05-26 10:23:48","","","Australia","","",""
467191,20302,"Data Engineer","Support Engineer - Data Engineering","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-03-19 10:33:10",1,"","Australia","","",""
467854,228563,"Data Analyst","Digital Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:22:50",1,"","Australia","","",""
469388,15970,"Senior Data Engineer","Senior Data Engineer","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-10-30 10:10:38",1,"","Australia","","",""
471570,91117,"Data Analyst","Management Trainee Program - Data & Analytics Stream (2024)","Australia","via Adzuna","Full-time and Internship","","Australia","2023-11-10 10:33:30","","","Australia","","",""
471801,92605,"Senior Data Scientist","Senior Data Scientist","Sydney NSW, Australia","via SimplyHired","Full-time","","Australia","2023-08-30 10:37:22","","","Australia","","",""
480560,460253,"Software Engineer","Lead Engineer","Sydney NSW, Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:55",1,"","Australia","","",""
481282,3412,"Data Engineer","Data Engineer - Data and Analytics [t4gk]","Sydney NSW, Australia","via SimplyHired, Australia","Full-time","","Australia","2023-08-15 10:10:34",1,"","Australia","","",""
482232,41222,"Senior Data Engineer","Senior Data Engineers","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-03-29 11:12:34",1,"","Australia","","",""
491388,55647,"Machine Learning Engineer","Senior Machine Learning Engineer","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:23:08","","","Australia","","",""
493077,57074,"Data Engineer","Junior Data Engineer","Sydney NSW, Australia","via LinkedIn","Contractor","","Australia","2023-08-10 10:08:54","","","Australia","","",""
508555,20302,"Senior Data Engineer","Senior Data Engineer","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-08-18 10:11:58","","","Australia","","",""
512024,424,"Senior Data Engineer","Senior Data Engineer","Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:39",1,"","Australia","","",""
512761,3577,"Data Engineer","Lead Data Engineer - Big Data Tools","The Rocks NSW, Australia","via Adzuna","Full-time","","Australia","2023-04-12 10:28:52",1,"","Australia","","",""
512901,20302,"Data Engineer","Data Analytics Engineer","Sydney NSW, Australia","via EFinancialCareers","Full-time","","Australia","2023-03-24 10:21:38","","","Australia","","",""
514343,10236,"Senior Data Analyst","Analytics Senior Analyst","Australia","via LinkedIn","Full-time","","Australia","2023-05-26 10:23:29","","","Australia","","",""
515913,6299,"Data Engineer","Data Engineer Data","Sydney NSW, Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:26","","","Australia","","",""
518162,70999,"Data Engineer","Data Engineer - SQL, databricks, devops","Canberra ACT, Australia","via SimplyHired","Full-time","","Australia","2023-10-25 10:14:47",1,"","Australia","","",""
525768,20302,"Data Engineer","Data Engineer","Sydney NSW, Australia","via EFinancialCareers","Full-time","","Australia","2023-03-24 10:21:38",1,"","Australia","","",""
529862,461675,"Business Analyst","Senior Business Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:05","","","Australia","","",""
534416,461790,"Data Scientist","Data Scientist","Gold Coast QLD, Australia","via LinkedIn","Full-time","","Australia","2023-11-01 10:09:49","","","Australia","","",""
549146,110993,"Data Engineer","Data Engineer","Victoria, Australia","via SimplyHired, Australia","Part-time","","Australia","2023-07-14 10:17:14",1,"","Australia","","",""
552433,6229,"Software Engineer","Sr. Software Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-02-18 10:21:47",1,"","Australia","","",""
552684,2909,"Data Engineer","*Data Engineering Analyst*","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-08-30 10:37:28",1,"","Australia","","",""
552863,5877,"Data Engineer","Data Engineer","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-07-04 10:17:53","","","Australia","","",""
554045,452876,"Senior Data Engineer","Senior Data Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-03-20 10:20:32",1,"","Australia","","",""
555102,3412,"Cloud Engineer","Cloud Engineer - Data and Analytics [njcs]","Sydney NSW, Australia","via SimplyHired, Australia","Full-time","","Australia","2023-08-15 10:10:40",1,"","Australia","","",""
556042,1968,"Data Engineer","Data Engineer/Architect/Modeller","Brisbane QLD, Australia","via LinkedIn","Full-time","","Australia","2023-06-06 10:22:24",1,"","Australia","","",""
556232,151885,"Data Analyst","Data Analyst/Engineer","Australia","via Trabajo.org","Full-time","","Australia","2023-07-09 10:30:05",1,"","Australia","","",""
556368,49794,"Data Engineer","Big Data Engineer","Melbourne VIC, Australia","via LinkedIn","Contractor","","Australia","2023-03-24 10:21:38","","","Australia","","",""
556747,29027,"Cloud Engineer","Senior Cloud Engineer","Brisbane QLD, Australia","via Trabajo.org","Full-time","","Australia","2023-03-26 10:19:50",1,"","Australia","","",""
563564,6300,"Software Engineer","Platform Engineer","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-08-29 10:53:19","","","Australia","","",""
564458,246,"Data Analyst","Analytics Lead Delivery Engineers","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-05-05 10:37:36",1,"","Australia","","",""
567101,462721,"Data Engineer","It Data Engineer","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:22:57",1,"","Australia","","",""
568314,294717,"Data Engineer","Cloud Data Engineer","Melbourne VIC, Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:23:19",1,"","Australia","","",""
574272,452981,"Data Analyst","Analytics Engineer (Lead/Principal)","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-12-08 10:17:17",1,"","Australia","","",""
574321,8348,"Data Analyst","Admin and Data Analyst","Brisbane QLD, Australia","via LinkedIn","Full-time","","Australia","2023-10-23 10:10:17",1,"","Australia","","",""
574322,91702,"Data Engineer","Data Engineering Specialist","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-11-23 10:20:50","","","Australia","","",""
574674,430485,"Data Analyst","Master Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:19",1,"","Australia","","",""
574790,123071,"Business Analyst","Commercial Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:01",1,"","Australia","","",""
576099,44970,"Data Scientist","Staff Data Scientist","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-09-14 10:18:22","","","Australia","","",""
577906,18009,"Data Engineer","Data Engineering Lead","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-08-13 10:08:59",1,"","Australia","","",""
581731,21497,"Data Analyst","Analyst, Analytics","Australia","via BeBee Australia","Full-time and Part-time","","Australia","2023-09-29 10:22:54",1,"","Australia","","",""
582898,47814,"Senior Data Analyst","Senior Data Analyst","Australia","via Wellfound","Full-time","","Australia","2023-11-16 10:15:46","","","Australia","","",""
586420,36974,"Data Engineer","Data Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-03-08 10:15:40","","","Australia","","",""
587910,463262,"Data Engineer","Data Engineer","Sydney NSW, Australia","via LinkedIn","Contractor","","Australia","2023-09-20 10:20:08","","","Australia","","",""
588866,114028,"Data Engineer","Lead Data Engineer","Perth WA, Australia","via SmartRecruiters Job Search","Full-time","","Australia","2023-02-14 10:36:08",1,"","Australia","","",""
595929,263243,"Data Engineer","Azure Data Engineer (Must be an Australian Citizen)","Canberra ACT, Australia","via LinkedIn","Contractor","","Australia","2023-10-24 10:12:21",1,"","Australia","","",""
596391,3562,"Cloud Engineer","Sr. Availability Engineer, DC Engineering","Australia","via Trabajo.org","Full-time","","Australia","2023-10-19 10:34:37",1,"","Australia","","",""
600165,4353,"Software Engineer","Software Engineer Python","Sydney NSW, Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:23:27","","","Australia","","",""
602163,24020,"Senior Data Engineer","Senior Data Engineer","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-03-26 10:19:47",1,"","Australia","","",""
602843,1082,"Software Engineer","Senior Release Engineer","Sydney NSW, Australia","via LinkedIn","Contractor","","Australia","2023-04-08 10:28:01","","","Australia","","",""
603591,77284,"Cloud Engineer","Senior Support Engineer","Sydney NSW, Australia","via The Muse","Full-time","","Australia","2023-04-25 10:11:43",1,"","Australia","","",""
606090,29026,"Data Engineer","Data Engineer","Melbourne VIC, Australia","via LinkedIn","Contractor","","Australia","2023-08-29 10:53:15","","","Australia","","",""
606617,7723,"Data Engineer","Data Engineer","Sydney NSW, Australia","via Jooble","Full-time","","Australia","2023-02-11 10:22:45",1,"","Australia","","",""
609017,328429,"Business Analyst","Strategy Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:22:54","","","Australia","","",""
616810,27572,"Software Engineer","Solutions Architect","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-07-02 10:36:31","","","Australia","","",""
617218,464065,"Data Analyst","Reporting Data and Insights Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-11-12 10:30:50",1,"","Australia","","",""
617873,464085,"Data Analyst","Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:22:48","","","Australia","","",""
618094,104083,"Business Analyst","Marketing Analytics Manager","Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:21","","","Australia","","",""
620448,144804,"Data Engineer","Jnr/mid-level/Senior Data Engineers (new roles!) - Flex/Hybrid/WFH...","Melbourne VIC, Australia","via SimplyHired, Australia","Full-time","","Australia","2023-07-07 10:21:04",1,"","Australia","","",""
622172,212795,"Data Analyst","Data & Analytics Tech -- Data Modeler - Manager","Australia","via LinkedIn","Full-time","","Australia","2023-06-20 10:13:35","","","Australia","","",""
623015,464234,"Data Engineer","Lead Data Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-03-27 10:25:03",1,"","Australia","","",""
624204,32278,"Data Analyst","Alteryx Data Analyst/Developer","Wavell Heights QLD, Australia","via LinkedIn","Contractor","","Australia","2023-09-04 10:21:51",1,"","Australia","","",""
625473,426117,"Data Engineer","Data Engineers","Sydney NSW, Australia","via Jobs In Australia - Mustakbil.com","Full-time","","Australia","2023-06-30 10:19:38",1,"","Australia","","",""
626230,8362,"Software Engineer","Senior IS Applications Analyst","Australia","via Trabajo.org","Full-time","","Australia","2023-08-09 10:09:00","","","Australia","","",""
629089,70391,"Data Engineer","Head Of Data Engineering.","Melbourne VIC, Australia","via Jobs Trabajo.org","Full-time","","Australia","2023-04-14 10:32:06","","","Australia","","",""
630829,375467,"Software Engineer","Scoping Engineer","Brisbane QLD, Australia","via LinkedIn","Full-time","","Australia","2023-11-15 10:17:41","","","Australia","","",""
631367,373025,"Data Engineer","Analyst, Data Engineer","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:22:54",1,"","Australia","","",""
632890,53028,"Software Engineer","Senior Software Engineer","Hobart TAS, Australia","via Startup Jobs","Full-time","","Australia","2023-03-14 10:22:09","","","Australia","","",""
634338,14464,"Data Analyst","Data Analyst/Engineer","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:23:15",1,"","Australia","","",""
638759,29026,"Data Scientist","Data Scientist","Australia","via LinkedIn","Contractor","","Australia","2023-09-02 11:04:32","","","Australia","","",""
640898,692,"Software Engineer","Software Engineer","Acton TAS, Australia","via LinkedIn","Full-time","","Australia","2023-04-13 10:15:58","","","Australia","","",""
647044,100362,"Data Scientist","Lead Data Consultant","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-06-27 10:40:58","","","Australia","","",""
654622,20302,"Machine Learning Engineer","Machine Learning Engineer","Sydney NSW, Australia","via EFinancialCareers","Full-time","","Australia","2023-04-21 10:31:59","","","Australia","","",""
654807,13060,"Senior Data Analyst","Senior Analyst – Revenue Analytics.","Australia","via LinkedIn","Full-time","","Australia","2023-06-05 10:41:49","","","Australia","","",""
656248,13773,"Data Engineer","Data Center Engineering Operations Trainee","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-07-01 10:15:36","","","Australia","","",""
657646,41834,"Senior Data Engineer","Senior Big Data Engineer Melbourne, Vic, Australia Posted On...","Melbourne VIC, Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:39",1,"","Australia","","",""
658924,405068,"Senior Data Engineer","El2 Senior Director, Data Engineering And Automation","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:23:27",1,"","Australia","","",""
661079,92835,"Data Engineer","AWS Data Engineer","Perth WA, Australia","via BeBee Australia","Full-time","","Australia","2023-09-08 11:21:59",1,"","Australia","","",""
663852,3562,"Software Engineer","Principal Engineer","Australia","via Trabajo.org","Full-time","","Australia","2023-10-19 10:34:28",1,"","Australia","","",""
664554,43905,"Data Engineer","Principal Data Engineer - QuantumBlack","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-03-17 10:29:03","","","Australia","","",""
666275,5187,"Data Engineer","Data Engineer","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-02-10 11:17:30",1,"","Australia","","",""
667478,25566,"Senior Data Engineer","Senior Data Engineer - contract","Australia","via Adzuna","Full-time","","Australia","2023-04-20 10:07:53",1,"","Australia","","",""
668397,2469,"Data Engineer","Data Engineer","Sydney NSW, Australia","via LinkedIn","Contractor","","Australia","2023-03-03 10:16:54",1,"","Australia","","",""
675975,21248,"Data Analyst","Finance / Accounts Officer / Junior Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:21",1,"","Australia","","",""
678622,68579,"Data Engineer","Director, Head of Data engineering & Operations","Sydney NSW, Australia","via Startup Jobs","Full-time","","Australia","2023-07-18 10:45:31","","","Australia","","",""
680242,647,"Business Analyst","Inventory Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-08-09 10:09:00",1,"","Australia","","",""
681542,20244,"Data Scientist","Lead Data Scientist","Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:12","","","Australia","","",""
682216,71083,"Data Engineer","Data Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-05-30 10:21:45","","","Australia","","",""
683858,465780,"Software Engineer","Full Stack Engineer","Australia","via BeBee Australia","Full-time","","Australia","2023-09-29 10:23:30",1,"","Australia","","",""
684309,6093,"Data Engineer","Data Engineer","Mascot NSW, Australia","via LinkedIn","Full-time","","Australia","2023-08-19 10:10:09","","","Australia","","",""
684634,14464,"Data Engineer","Principal Data Engineer","Australia","via Trabajo.org","Full-time","","Australia","2023-11-25 10:12:05",1,"","Australia","","",""
686733,46182,"Senior Data Engineer","Senior Data Engineer - 12 months - Government","Sydney NSW, Australia","via Adzuna","Full-time","","Australia","2023-06-22 10:21:35","","","Australia","","",""
691452,2272,"Machine Learning Engineer","Kafka Engineer","Perth WA, Australia","via LinkedIn","Full-time","","Australia","2023-01-26 10:30:14","","","Australia","","",""
692400,466016,"Data Engineer","Data Engineer - $800-$900 AUD day - 3 - 6 month contract","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-03-17 10:29:05","","","Australia","","",""
693552,466061,"Data Engineer","Data Engineer","Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:24",1,"","Australia","","",""
694276,546,"Data Engineer","Data Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-02-23 10:32:45",1,"","Australia","","",""
695630,3562,"Software Engineer","Manager, Software Engineering","Australia","via Trabajo.org","Full-time","","Australia","2023-10-19 10:34:39",1,"","Australia","","",""
695833,79214,"Software Engineer","Software Engineer | Digital Media","Melbourne VIC, Australia","via Hatch","Full-time","","Australia","2023-11-07 10:36:44",1,"","Australia","","",""
697896,29309,"Cloud Engineer","Server Engineer","Australia","via BeBee Australia","Contractor","","Australia","2023-10-26 10:13:55",1,"","Australia","","",""
698043,42360,"Data Engineer","Electrical Commissioning Engineer, Data Center","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-07-01 10:15:36","","","Australia","","",""
698102,38178,"Data Engineer","Data Centre Facilities Engineering Support","South Brisbane QLD, Australia","via Trabajo.org","Full-time","","Australia","2023-06-14 10:23:30","","","Australia","","",""
698483,20302,"Data Engineer","Data Engineer","Sydney NSW, Australia","via EFinancialCareers-Gulf.com","Full-time","","Australia","2023-05-02 10:21:56",1,"","Australia","","",""
699373,466206,"Data Analyst","Data Analysts and Engineers - TBA","Australia","via SimplyHired, Australia","Full-time","","Australia","2023-08-15 10:10:40",1,"","Australia","","",""
703735,48840,"Data Scientist","Senior Observability Engineer","Macquarie Park NSW, Australia","via LinkedIn","Full-time","","Australia","2023-08-04 10:10:16","","","Australia","","",""
704469,82,"Senior Data Analyst","Intelligence Analyst","Alice Springs NT, Australia","via Trabajo.org","Full-time","","Australia","2023-05-25 10:35:55","","","Australia","","",""
708321,466441,"Software Engineer","Lead Engineer","Sydney NSW, Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:13:55","","","Australia","","",""
711179,24020,"Software Engineer","Software Engineer","Brisbane QLD, Australia","via LinkedIn","Full-time","","Australia","2023-03-26 10:19:50",1,"","Australia","","",""
711416,3577,"Data Engineer","Lead Data Engineer","Sydney NSW, Australia","via Jobs Trabajo.org","Full-time","","Australia","2023-04-12 10:28:59",1,"","Australia","","",""
711718,466523,"Cloud Engineer","Cloud Database Engineer (Oracle DBA)","Sydney NSW, Australia","via Talentify","Full-time","","Australia","2023-08-05 10:46:28",1,"","Australia","","",""
712070,42360,"Data Engineer","Electrical Commissioning Engineer, Data Center","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-09-02 11:04:36","","","Australia","","",""
714487,59385,"Software Engineer","Software Engineer","Surry Hills NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-06-16 10:58:01","","","Australia","","",""
715415,807,"Data Engineer","Data Center Technical Operations Engineer, InfraOps DCEO","Sydney NSW, Australia","via The Muse","Full-time","","Australia","2023-02-09 10:38:31","","","Australia","","",""
716393,15878,"Data Engineer","Developer - Data & Business Intelligence II - IV","Australia","via Trabajo.org","Full-time","","Australia","2023-08-07 10:50:45","","","Australia","","",""
723228,466783,"Machine Learning Engineer","Machine Learning Engineer","Brisbane QLD, Australia","via LinkedIn","Full-time and Temp work","","Australia","2023-12-19 10:38:56","","","Australia","","",""
724052,65488,"Data Analyst","Data Analytics Advisor","Australia","via LinkedIn","Full-time","","Australia","2023-01-31 10:53:54",1,"","Australia","","",""
724158,605,"Data Engineer","Specialist Lead - Databricks Data Engineer","Sydney NSW, Australia","via Adzuna","Full-time","","Australia","2023-05-01 10:12:17",1,"","Australia","","",""
726779,18009,"Data Engineer","Data Engineer","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-11-08 10:36:09","","","Australia","","",""
731953,124412,"Data Engineer","Data Center Engineer","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-10-05 10:22:40","","","Australia","","",""
732270,109846,"Machine Learning Engineer","Machine Learning Engineer","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-03-04 10:21:36","","","Australia","","",""
732883,467038,"Senior Data Analyst","Senior Data Analyst","Australia","via BeBee Australia","Full-time","","Australia","2023-10-26 10:12:56",1,"","Australia","","",""
733930,2876,"Software Engineer","Software Engineer, Backend","Sydney NSW, Australia","via LinkedIn","Full-time","","Australia","2023-04-12 10:29:01","","","Australia","","",""
736579,807,"Cloud Engineer","Security Engineer","Melbourne VIC, Australia","via Trabajo.org","Full-time","","Australia","2023-03-30 10:25:01","","","Australia","","",""
736695,467115,"Data Engineer","Data Engineer","Melbourne VIC, Australia","via LinkedIn","Full-time","","Australia","2023-10-20 10:17:28",1,"","Australia","","",""
738893,176428,"Data Engineer","Data Engineer","Tin Can Bay QLD, Australia","via SimplyHired","Contractor","","Australia","2023-09-05 10:24:52",1,"","Australia","","",""
743310,100144,"Data Engineer","SQL Data Engineers","Sydney NSW, Australia","via Trabajo.org","Full-time","","Australia","2023-06-27 10:40:55",1,"","Australia","","",""
